name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
Renault KWID 1.0 RXT Optional,2018,6149.985,35000,Petrol,Individual,Manual,First Owner,23.01 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5.0
Toyota Fortuner 4x4 MT,2015,28320.0,120000,Diesel,Individual,Manual,Second Owner,12.55 kmpl,2982 CC,168.5 bhp,343Nm@ 1400-3400rpm,7.0
Hyundai Santro Xing GLS LPG,2011,3750.0,100000,LPG,Individual,Manual,Second Owner,13.45 km/kg,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5.0
Honda Civic 1.8 V AT,2009,4200.0,40000,Petrol,Individual,Automatic,Third Owner,12.9 kmpl,1799 CC,130 bhp,172Nm@ 4300rpm,5.0
Mahindra Xylo D2,2010,4500.0,100000,Diesel,Individual,Manual,First Owner,13.0 kmpl,2489 CC,95 bhp,220Nm at 1400-2600 rpm,8.0
Tata Safari Storme LX,2016,13500.0,120000,Diesel,Individual,Manual,First Owner,14.1 kmpl,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm,5.0
Maruti Zen Estilo VXI BSIV,2014,2850.0,60000,Petrol,Individual,Manual,First Owner,19.0 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0
Mahindra Bolero Power Plus Plus AC BSIV PS,2019,12000.0,2000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,63 bhp,180Nm@ 1440-1500rpm,9.0
Mahindra Scorpio EX,2012,6750.0,100000,Diesel,Individual,Manual,First Owner,14.0 kmpl,2523 CC,75 bhp,200Nm@ 1400-2200rpm,8.0
Mahindra Xylo D2 BS III,2015,6000.0,110000,Diesel,Individual,Manual,First Owner,14.95 kmpl,2489 CC,93.7 bhp,218Nm@ 1400-2600rpm,7.0
Tata New Safari Dicor VX 4X2 BS IV,2009,2250.0,90000,Diesel,Individual,Manual,Second Owner,13.93 kmpl,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm,7.0
Tata Indigo CR4,2011,3000.0,84321,Diesel,Individual,Manual,First Owner,23.57 kmpl,1396 CC,70 bhp,140Nm@ 1800-3000rpm,5.0
Mahindra XUV500 W8 AWD,2013,9000.0,177000,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0
Tata Indica Vista Aqua 1.3 Quadrajet,2010,2625.0,60000,Diesel,Individual,Manual,First Owner,18.0 kmpl,1248 CC,75 bhp,190 Nm at 1750  rpm ,5.0
Tata Indigo CS LE (TDI) BS-III,2008,1485.0,205000,Diesel,Individual,Manual,Second Owner,19.09 kmpl,1396 CC,69 bhp,135Nm@ 2500rpm,5.0
Hyundai i10 Asta,2008,3225.0,70000,Petrol,Individual,Manual,Second Owner,20.36 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5.0
Maruti Omni E 8 Str STD,2011,2850.0,70000,Petrol,Individual,Manual,Third Owner,,,,,
Renault Duster 110PS Diesel RxL,2013,7800.0,126000,Diesel,Individual,Manual,Second Owner,19.01 kmpl,1461 CC,108.45 bhp,248Nm@ 2250rpm,5.0
Ford Endeavour 3.2 Titanium AT 4X4,2016,34200.0,120000,Diesel,Individual,Automatic,Second Owner,10.91 kmpl,3198 CC,197 bhp,470Nm@ 1750-2500rpm,7.0
Tata Indica Vista TDI LS,2015,4275.0,70000,Diesel,Individual,Manual,First Owner,19.1 kmpl,1405 CC,70 bhp,135.4Nm@ 2500rpm,5.0
Mahindra TUV 300 T4 Plus,2017,9900.0,82000,Diesel,Individual,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7.0
Maruti 800 Std,2004,472.56,110000,Petrol,Individual,Manual,Third Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4.0
Maruti Swift Dzire VXI,2015,7725.0,45000,Petrol,Individual,Manual,Second Owner,20.85 kmpl,1197 CC,83.14 bhp,115Nm@ 4000rpm,5.0
Nissan Sunny Diesel XL,2012,4425.0,70000,Diesel,Individual,Manual,Second Owner,21.64 kmpl,1461 CC,84.8 bhp,200Nm@ 2000rpm,5.0
Nissan Terrano XL 85 PS,2015,10500.0,80000,Diesel,Individual,Manual,Second Owner,20.45 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm,5.0
Mahindra Scorpio Intelli Hybrid S6 Plus,2017,16500.0,45000,Diesel,Individual,Manual,First Owner,15.4 kmpl,2179 CC,120 bhp,280Nm@ 1800-2800rpm,7.0
Hyundai EON 1.0 Era Plus,2017,4500.0,60000,Petrol,Individual,Manual,First Owner,20.3 kmpl,998 CC,68.05 bhp,94.14Nm@ 3500rpm,5.0
Maruti Swift VXI,2013,6750.0,41800,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm,5.0
Maruti Estilo LXI,2010,2025.0,132000,Petrol,Individual,Manual,Second Owner,,,,,
Maruti Swift Dzire VDI,2017,10500.0,50000,Diesel,Individual,Manual,Second Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5.0
Ford Figo Diesel ZXI,2012,3750.0,40000,Diesel,Individual,Manual,First Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5.0
Maruti Wagon R LXI Minor,2009,2100.0,96000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,1061 CC,67 bhp,84Nm@ 3500rpm,5.0
Mahindra Xylo D4 BSIII,2012,3750.0,117000,Diesel,Individual,Manual,First Owner,14.0 kmpl,2498 CC,112 bhp,260 Nm at 1800-2200 rpm,8.0
Hyundai i10 Era,2011,3150.0,110000,Petrol,Individual,Manual,Second Owner,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5.0
Honda Amaze S i-Dtech,2014,6300.0,100000,Diesel,Individual,Manual,Second Owner,25.8 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0
Maruti Alto LXi,2007,1950.0,88700,Petrol,Individual,Manual,Third Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0
Nissan Sunny XL,2012,4800.0,70000,Petrol,Individual,Manual,Second Owner,16.95 kmpl,1498 CC,97.7 bhp,134Nm@ 4000rpm,5.0
Maruti Wagon R LX BSIII,2010,3000.0,110000,Petrol,Individual,Manual,Second Owner,17.3 kmpl,1061 CC,64 bhp,"8.6@ 3,500(kgm@ rpm)",5.0
Maruti Alto 800 LXI,2016,4650.0,15000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0
Mahindra Verito 1.5 D4 BSIII,2012,3000.0,80000,Diesel,Individual,Manual,Second Owner,20.8 kmpl,1461 CC,65 bhp,160Nm@ 2000rpm,5.0
Maruti Ritz VXi,2014,5250.0,50000,Petrol,Individual,Manual,First Owner,18.5 kmpl,1197 CC,85.80 bhp,114Nm@ 4000rpm,5.0
Hyundai EON Sportz,2018,6660.0,15000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0
Datsun RediGO T,2017,4500.0,25000,Petrol,Individual,Manual,First Owner,22.7 kmpl,799 CC,53.64 bhp,72Nm@ 4386rpm,5.0
Mahindra Verito 1.5 D4 BSIII,2011,3375.0,57000,Diesel,Individual,Manual,Second Owner,21.0 kmpl,1461 CC,64.1 bhp,160Nm@ 2000rpm,5.0
Mahindra Bolero 2011-2019 ZLX,2012,9000.0,75000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7.0
Maruti Eeco 5 Seater AC BSIV,2013,3900.0,26000,Petrol,Individual,Manual,First Owner,15.37 kmpl,1196 CC,73 bhp,101Nm@ 3000rpm,5.0
Hyundai Xcent 1.1 CRDi S Option,2015,5625.0,160000,Diesel,Individual,Manual,First Owner,24.4 kmpl,1120 CC,71.01 bhp,180.4Nm@ 1750-2500rpm,5.0
Maruti Eeco 5 Seater AC BSIV,2013,3900.0,26000,Petrol,Individual,Manual,First Owner,15.37 kmpl,1196 CC,73 bhp,101Nm@ 3000rpm,5.0
Maruti Alto LXi BSIII,2010,2250.0,120000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0
Maruti Alto LXi,2014,1650.0,50000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0
Maruti Alto LX,2012,3375.0,40000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0
Toyota Etios GD,2011,6000.0,90000,Diesel,Individual,Manual,Third Owner,,,,,
Maruti Esteem Vxi - BSII,2005,1395.0,120000,Petrol,Individual,Manual,Third Owner,,,,,
Honda City i VTEC V,2017,12900.0,28000,Petrol,Individual,Manual,First Owner,17.8 kmpl,1497 CC,117.3 bhp,145Nm@ 4600rpm,5.0
Maruti Swift Dzire LDI,2018,9750.0,50000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5.0
Maruti Ertiga ZDI,2014,9750.0,90000,Diesel,Individual,Manual,First Owner,20.77 kmpl,1248 CC,88.8 bhp,200Nm@ 1750rpm,7.0
Hyundai Verna 1.4 CRDi,2016,10650.0,40000,Diesel,Individual,Manual,First Owner,24.8 kmpl,1396 CC,88.7 bhp,219.7Nm@ 1750-2750rpm,5.0
Ford Figo 1.5D Base MT,2017,6450.0,113000,Diesel,Individual,Manual,First Owner,25.83 kmpl,1498 CC,99 bhp,215Nm@ 1750-3000rpm,5.0
Maruti Swift Vdi BSIII,2011,4575.0,188000,Diesel,Individual,Manual,Second Owner,17.8 kmpl,1248 CC,75 bhp,190Nm@ 2000rpm,5.0
Ford Figo Diesel Titanium,2011,3300.0,100000,Diesel,Individual,Manual,First Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5.0
Tata Sumo MKII Turbo 2.0 LX,2010,2250.0,225000,Diesel,Individual,Manual,Third Owner,14.0 kmpl,1948 CC,90 bhp,190Nm@ 2000-3000,9.0
Mahindra TUV 300 mHAWK100 T8,2017,9900.0,67000,Diesel,Individual,Manual,Second Owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7.0
Chevrolet Beat Diesel LT Option,2011,2100.0,70000,Diesel,Individual,Manual,Fourth & Above Owner,25.44 kmpl,936 CC,57.6 bhp,150Nm@ 1750rpm,5.0
Toyota Corolla Altis JS MT,2015,16500.0,50000,Petrol,Individual,Manual,First Owner,14.28 kmpl,1798 CC,138.03 bhp,173Nm@ 4000rpm,5.0
Jaguar XF 2.2 Litre Luxury,2013,36750.0,60000,Diesel,Individual,Automatic,First Owner,16.36 kmpl,2179 CC,187.7 bhp,450Nm@ 2000rpm,5.0
Volkswagen Ameo 1.5 TDI Comfortline AT,2017,9375.0,34000,Diesel,Individual,Automatic,First Owner,22.0 kmpl,1498 CC,108.495 bhp,250Nm@ 1500-3000rpm,5.0
Honda City 1.5 GXI,2004,2970.0,110000,Petrol,Individual,Manual,Third Owner,12.8 kmpl,1493 CC,100 bhp,13.1kgm@ 4600rpm,5.0
Hyundai Santro GS zipPlus,2001,900.0,71000,Petrol,Individual,Manual,Second Owner,,,,,
Maruti Wagon R LXI,2005,1950.0,140000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0
Honda City Corporate Edition,2012,8100.0,100000,Petrol,Individual,Manual,Second Owner,16.8 kmpl,1497 CC,116.3 bhp,146Nm@ 4800rpm,5.0
Hyundai Grand i10 1.2 Kappa Sportz AT,2017,8250.0,10000,Petrol,Individual,Automatic,First Owner,18.9 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5.0
Maruti Celerio ZXI Optional,2018,7125.0,30000,Petrol,Individual,Manual,First Owner,21.63 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0
Audi Q3 2.0 TDI Quattro Premium Plus,2017,42375.0,22000,Diesel,Dealer,Automatic,First Owner,15.73 kmpl,1968 CC,174.33 bhp,380Nm@ 1750-2500rpm,5.0
Honda Civic ZX Diesel BSIV,2020,31875.0,5500,Diesel,Dealer,Manual,First Owner,26.8 kmpl,1597 CC,118 bhp,300Nm@ 2000rpm,5.0
BMW X1 sDrive20d M Sport,2018,50250.0,18000,Diesel,Dealer,Automatic,First Owner,19.62 kmpl,1998 CC,190 bhp,400nm@ 1750-2500rpm,5.0
Toyota Innova Crysta 2.8 GX AT 8S BSIV,2018,27000.0,20000,Diesel,Dealer,Automatic,First Owner,11.36 kmpl,2755 CC,171.5 bhp,360Nm@ 1200-3400rpm,8.0
Hyundai Santro Asta BSIV,2018,8100.0,7000,Petrol,Dealer,Manual,First Owner,20.3 kmpl,1086 CC,68 bhp,99Nm@ 4500rpm,5.0
Force Gurkha Hard Top BS3 4WD,2018,13650.0,20000,Diesel,Dealer,Manual,First Owner,17.0 kmpl,2596 CC,80.8 bhp,230Nm@ 1800-2000rpm,5.0
Maruti Celerio VXI,2019,7274.985,4875,Petrol,Dealer,Manual,First Owner,21.63 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0
Hyundai Creta 1.6 CRDi AT SX Plus,2020,29250.0,2700,Diesel,Dealer,Automatic,First Owner,17.01 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5.0
Maruti Vitara Brezza ZDi,2018,14250.0,58511,Diesel,Dealer,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0
Ford Figo 1.5D Titanium MT,2015,5475.0,105000,Diesel,Dealer,Manual,First Owner,25.83 kmpl,1498 CC,99 bhp,215Nm@ 1750-3000rpm,5.0
Mahindra Thar CRDe ABS,2018,13500.0,26235,Diesel,Dealer,Manual,First Owner,16.55 kmpl,2498 CC,105 bhp,247Nm@ 1800-2000rpm,6.0
Tata Nexon 1.5 Revotorq XZ Plus,2017,13799.984999999999,26766,Diesel,Dealer,Manual,First Owner,21.5 kmpl,1497 CC,108.5 bhp,260Nm@ 1500-2750rpm,5.0
MG Hector Sharp DCT Dualtone,2020,28500.0,1600,Petrol,Dealer,Automatic,First Owner,13.96 kmpl,1451 CC,141 bhp,250Nm@ 1600-3600rpm,5.0
Mercedes-Benz New C-Class C 220 CDI Elegance MT,2018,44250.0,46000,Diesel,Dealer,Manual,First Owner,15.8 kmpl,2148 CC,170 bhp,"42@ 2,000(kgm@ rpm)",5.0
Mahindra Marazzo M2 BSIV,2019,16125.0,23000,Diesel,Dealer,Manual,First Owner,17.3 kmpl,1497 CC,121 bhp,300Nm@ 1750-2500rpm,7.0
Maruti Swift VXI Optional,2017,9000.0,24522,Petrol,Dealer,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0
BMW 3 Series 320d,2017,48000.0,13663,Diesel,Dealer,Automatic,First Owner,22.69 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5.0
Skoda Octavia Style Plus 2.0 TDI AT,2019,39000.0,11000,Diesel,Dealer,Automatic,First Owner,19.3 kmpl,1968 CC,141 bhp,320Nm@ 1750-3000rpm,5.0
Maruti Vitara Brezza ZDi Plus,2016,12585.0,63000,Diesel,Dealer,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0
Volkswagen Polo 1.2 MPI Comfortline,2019,9525.0,2000,Petrol,Dealer,Manual,First Owner,16.2 kmpl,1199 CC,74 bhp,110Nm@ 3000-4300rpm,5.0
Mahindra Scorpio VLX 2WD AIRBAG BSIV,2014,8250.0,300000,Diesel,Individual,Manual,Third Owner,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8.0
Mahindra Logan Diesel 1.5 DLE,2011,2700.0,190000,Diesel,Individual,Manual,Third Owner,19.2 kmpl,1461 CC,65 bhp,"16@ 2,000(kgm@ rpm)",5.0
Honda City i DTEC E,2015,9750.0,80000,Diesel,Individual,Manual,First Owner,26.0 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0
Honda Jazz Select Edition Active,2011,5250.0,80000,Petrol,Individual,Manual,Second Owner,16.0 kmpl,1198 CC,90 bhp,110(11.2)@ 4800,5.0
Maruti Alto K10 LXI,2015,3975.0,54000,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0
Renault KWID 1.0 RXT Optional,2018,4950.0,30000,Petrol,Individual,Manual,First Owner,23.01 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5.0
Maruti Eeco 7 Seater Standard BSIV,2019,5925.0,5000,Petrol,Individual,Manual,First Owner,15.37 kmpl,1196 CC,73 bhp,101Nm@ 3000rpm,7.0
Mahindra TUV 300 T8,2015,10500.0,58945,Diesel,Individual,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7.0
Ford Figo Diesel Titanium,2012,4500.0,90000,Diesel,Individual,Manual,First Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5.0
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2011,9750.0,375000,Diesel,Individual,Manual,First Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8.0
Maruti Ertiga VDI,2013,9375.0,160000,Diesel,Individual,Manual,Third Owner,20.77 kmpl,1248 CC,88.76 bhp,200Nm@ 1750rpm,7.0
Volkswagen Polo GT TDI,2014,6375.0,80000,Diesel,Individual,Manual,Second Owner,15.11 kmpl,1598 CC,103.6 bhp,250Nm@ 1500-2500rpm,5.0
Maruti 800 AC BSII,2004,825.0,50000,Petrol,Individual,Manual,Third Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4.0
Tata Indigo CS LX (TDI) BS-III,2015,3750.0,80000,Diesel,Individual,Manual,Second Owner,19.09 kmpl,1405 CC,69.01 bhp,135Nm@ 2500rpm,5.0
Mahindra Bolero 2011-2019 Plus AC,2015,6899.985,156975,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1440-2200rpm,9.0
Toyota Corolla Altis 1.4 DGL,2017,23910.0,5000,Diesel,Individual,Manual,First Owner,21.43 kmpl,1364 CC,86.79 bhp,205Nm@ 1800-2800rpm,5.0
Chevrolet Sail 1.2 LS ABS,2014,4500.0,50000,Petrol,Individual,Manual,First Owner,18.2 kmpl,1199 CC,82.4 bhp,108.5Nm@ 5000rpm,5.0
Ford EcoSport 1.5 TDCi Titanium BSIV,2018,14250.0,27620,Diesel,Dealer,Manual,First Owner,22.77 kmpl,1498 CC,98.59 bhp,205Nm@ 1750-3250rpm,5.0
Mahindra Scorpio LX,2013,7274.985,120000,Diesel,Individual,Manual,First Owner,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,9.0
Mahindra Xylo E8,2009,2415.0,120000,Diesel,Individual,Manual,Third Owner,14.0 kmpl,2498 CC,112 bhp,260 Nm at 1800-2200 rpm,8.0
Hyundai i20 Active 1.2 S,2015,7500.0,58000,Petrol,Individual,Manual,First Owner,17.19 kmpl,1197 CC,81.86 bhp,114.73Nm@ 4000rpm,5.0
Nissan Sunny XV,2012,5250.0,50000,Petrol,Individual,Manual,First Owner,16.95 kmpl,1498 CC,97.7 bhp,134Nm@ 4000rpm,5.0
Maruti Ignis 1.2 AMT Alpha BSIV,2017,8250.0,40000,Petrol,Individual,Automatic,First Owner,20.89 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0
Honda WR-V i-VTEC VX,2018,12750.0,7800,Petrol,Individual,Manual,First Owner,17.5 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5.0
Maruti Alto 800 LXI,2016,3600.0,50000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0
Ford Endeavour 2.5L 4X2 MT,2011,14250.0,68000,Diesel,Individual,Manual,First Owner,13.1 kmpl,2499 CC,141 bhp,330Nm@ 1800rpm,7.0
Maruti Ertiga VXI,2015,6345.0,60000,Petrol,Individual,Manual,Second Owner,16.02 kmpl,1373 CC,93.7 bhp,130Nm@ 4000rpm,7.0
Tata Indigo GLS,2005,1350.0,74000,Petrol,Individual,Manual,Second Owner,12.8 kmpl,1396 CC,85 bhp,"12@ 3,500(kgm@ rpm)",5.0
Tata New Safari DICOR 2.2 VX 4x2 BS IV,2011,5250.0,58000,Diesel,Individual,Manual,Second Owner,13.93 kmpl,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm,7.0
Maruti A-Star Vxi,2011,2550.0,70000,Petrol,Individual,Manual,Third Owner,19.0 kmpl,998 CC,66.1 bhp,90Nm@ 3500rpm,5.0
Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,2015,6750.0,70000,Petrol,Individual,Manual,First Owner,18.16 kmpl,1196 CC,86.8 bhp,112Nm@ 4000rpm,5.0
Hyundai i10 Magna,2009,2250.0,110000,Petrol,Individual,Manual,Second Owner,20.36 kmpl,1197 CC,78.9 bhp,111.7Nm@ 4000rpm,5.0
Hyundai Santro LP zipPlus,2002,1125.0,80000,Petrol,Individual,Manual,Third Owner,,,,,
Hyundai i20 Sportz 1.4 CRDi,2016,7665.0,80000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5.0
Maruti Ertiga 1.5 VDI,2018,12750.0,59000,Diesel,Individual,Manual,First Owner,24.2 kmpl,1498 CC,93.87 bhp,225Nm@ 1500-2500rpm,7.0
Tata Indica V2 eLS,2018,3750.0,110000,Diesel,Individual,Manual,First Owner,25.0 kmpl,1396 CC,69 bhp,140Nm@ 1800-3000rpm,5.0
Maruti Celerio ZXI,2020,6300.0,25000,Petrol,Individual,Manual,First Owner,21.63 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0
Maruti Alto 800 LXI,2014,2700.0,55000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0
Maruti Celerio ZDi,2015,6000.0,25000,Diesel,Individual,Manual,First Owner,27.62 kmpl,793 CC,47 bhp,125Nm@ 2000rpm,5.0
Mahindra Xylo E4,2009,2250.0,300000,Diesel,Individual,Manual,First Owner,14.0 kmpl,2498 CC,112 bhp,260 Nm at 1800-2200 rpm,7.0
Ford Figo 1.5D Titanium MT,2016,7500.0,143200,Diesel,Individual,Manual,First Owner,25.83 kmpl,1498 CC,99 bhp,215Nm@ 1750-3000rpm,5.0
Jeep Compass 2.0 Longitude Option BSIV,2017,25349.985,60000,Diesel,Individual,Manual,First Owner,17.1 kmpl,1956 CC,170 bhp,350Nm@ 1750-2500rpm,5.0
Nissan Micra Diesel XV Premium,2012,3074.9849999999997,120000,Diesel,Individual,Manual,First Owner,23.08 kmpl,1461 CC,63.1 bhp,160Nm@ 2000rpm,5.0
Maruti Ciaz VDi Plus,2014,6899.985,145000,Diesel,Individual,Manual,Second Owner,26.21 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0
Hyundai i20 2015-2017 Magna 1.2,2017,9000.0,30000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2019,8775.0,8000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5.0
Ford Endeavour 2.5L 4X2 MT,2012,8265.0,170000,Diesel,Individual,Manual,First Owner,13.1 kmpl,2499 CC,141 bhp,330Nm@ 1800rpm,7.0
Maruti Swift Dzire LDI,2013,7875.0,100000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
Maruti Omni 8 Seater BSIV,2012,2400.0,62000,Petrol,Individual,Manual,First Owner,14.0 kmpl,796 CC,35 bhp,6.1kgm@ 3000rpm,5.0
Mahindra XUV500 W8 AWD,2014,12375.0,110000,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0
Hyundai Santro Xing GL CNG,2007,1905.0,137000,CNG,Individual,Manual,First Owner,,,,,
Chevrolet Tavera Neo 3 LS 9 Str BSIII,2015,9000.0,80000,Diesel,Individual,Manual,Second Owner,13.58 kmpl,2499 CC,72.4 bhp,171Nm@ 1800rpm,9.0
Maruti Zen Base,2002,975.0,80000,Petrol,Individual,Manual,Second Owner,17.3 kmpl,993 CC,60 bhp,78Nm@ 4500rpm,5.0
Maruti Swift Dzire VDI,2013,8250.0,100000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
Mahindra Bolero 2011-2019 Plus - AC BSIII,2015,9750.0,120000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,63 bhp,180Nm@ 1440-1500rpm,9.0
Maruti Swift Dzire VDI,2019,11250.0,24000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5.0
Mahindra KUV 100 mFALCON D75 K8,2017,5700.0,80000,Diesel,Individual,Manual,First Owner,25.32 kmpl,1198 CC,77 bhp,190Nm@ 1750-2250rpm,6.0
Hyundai Verna 1.6 SX CRDi (O),2012,6000.0,138000,Diesel,Individual,Manual,First Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5.0
Maruti Wagon R LXI,2003,750.0,147000,Petrol,Individual,Manual,Fourth & Above Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0
Mahindra TUV 300 mHAWK100 T8 Dual Tone,2017,11250.0,60000,Diesel,Individual,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7.0
Chevrolet Spark 1.0 LS,2011,2250.0,80000,Petrol,Individual,Manual,First Owner,18.0 kmpl,995 CC,62 bhp,90.3Nm@ 4200rpm,5.0
Maruti Alto 800 LXI,2016,3675.0,50000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0
Tata Manza Club Class Quadrajet90 VX,2013,3900.0,189000,Diesel,Individual,Manual,First Owner,21.02 kmpl,1248 CC,88.76 bhp,200Nm@ 1750-3000rpm,5.0
Volkswagen Vento 1.5 TDI Highline AT,2014,6165.0,90000,Diesel,Individual,Automatic,Second Owner,21.21 kmpl,1498 CC,103.2 bhp,250Nm@ 1500-2500rpm,5.0
Hyundai i20 Sportz 1.4 CRDi,2014,6750.0,56000,Diesel,Individual,Manual,First Owner,21.9 kmpl,1396 CC,88.76 bhp,219.6Nm@ 1750-2750rpm,5.0
BMW 3 Series 320d Luxury Line,2012,19500.0,140000,Diesel,Individual,Automatic,Second Owner,18.88 kmpl,1995 CC,184 bhp,380Nm@ 1750-2750rpm,5.0
Maruti Celerio VXI,2016,5265.0,60000,Petrol,Individual,Manual,First Owner,23.1 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0
Mahindra XUV500 W8 4WD,2012,8250.0,130000,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0
BMW 3 Series 320d Luxury Plus,2013,19500.0,140000,Diesel,Individual,Automatic,Second Owner,18.88 kmpl,1995 CC,184 bhp,380Nm@ 1750-2750rpm,5.0
